"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.848912130E-1,2.679961324E-1,3.589234129E-2,9.830313683E0,9.834031589E0
7.872559530E-1,2.344966233E-1,1.674975827E-2,9.815657616E0,9.818472572E0
7.896206400E-1,2.297109663E-1,3.349951655E-2,9.827920914E0,9.830662177E0
7.919853800E-1,2.560320199E-1,2.632104978E-2,9.899705887E0,9.903051138E0
7.943501200E-1,2.656033039E-1,3.349951655E-2,1.000259686E1,1.000617865E1
7.967148070E-1,2.656033039E-1,2.871387079E-2,1.007677460E1,1.008031527E1
7.990795470E-1,2.751746178E-1,4.067798331E-2,1.011745262E1,1.012127578E1
8.014442340E-1,2.488535494E-1,2.871387079E-2,1.011745262E1,1.012055335E1
8.038089740E-1,2.464607358E-1,4.067798331E-2,1.006241703E1,1.006551708E1
8.061737130E-1,2.416750938E-1,5.742774159E-2,1.002413273E1,1.002721007E1
8.085384010E-1,2.297109663E-1,7.178468257E-2,9.973882675E0,9.976785844E0
8.109031400E-1,2.440679073E-1,6.699903309E-2,9.914062500E0,9.917292638E0
8.132678280E-1,2.225325108E-1,5.264209956E-2,9.875777245E0,9.878424373E0
8.156325680E-1,2.344966233E-1,3.110669367E-2,9.914062500E0,9.916884165E0
8.179972550E-1,2.153540403E-1,2.871387079E-2,9.973882675E0,9.976248667E0
8.203619950E-1,2.105683982E-1,2.153540403E-2,9.978668213E0,9.980912890E0
8.227267340E-1,2.392822653E-1,3.110669367E-2,9.899705887E0,9.902646125E0
8.250914220E-1,2.344966233E-1,5.024927482E-2,9.844670296E0,9.847590918E0
8.274561610E-1,2.297109663E-1,4.307080805E-2,9.890133858E0,9.892894922E0
8.298209010E-1,2.225325108E-1,4.067798331E-2,9.995418549E0,9.997978165E0
8.321855880E-1,2.105683982E-1,2.632104978E-2,1.003848934E1,1.004073205E1
8.345503280E-1,2.321037948E-1,9.571290575E-3,9.983454704E0,9.986156999E0
8.369150150E-1,2.632105052E-1,1.435693540E-2,9.880562782E0,9.884078449E0
8.392797550E-1,2.679961324E-1,1.196411345E-2,9.882955551E0,9.886595748E0
8.416444430E-1,2.201396823E-1,1.914258115E-2,9.947562218E0,9.950016181E0
8.440091820E-1,2.081755698E-1,4.067798331E-2,9.976275444E0,9.978530127E0
8.463739220E-1,2.416750938E-1,5.264209956E-2,9.914062500E0,9.917147437E0
8.487386090E-1,2.464607358E-1,6.221338734E-2,9.851848602E0,9.855127309E0
8.511033490E-1,2.392822653E-1,4.307080805E-2,9.909276962E0,9.912259128E0
8.534680360E-1,2.225325108E-1,3.110669367E-2,1.001456070E1,1.001708113E1
8.558327760E-1,2.201396823E-1,3.589234129E-2,1.004566765E1,1.004814352E1
8.581975150E-1,2.464607358E-1,2.632104978E-2,9.961918831E0,9.965001881E0
8.605622030E-1,2.488535494E-1,3.110669367E-2,9.878170013E0,9.881353072E0
8.629269430E-1,2.488535494E-1,3.110669367E-2,9.918848038E0,9.922018046E0
8.652916300E-1,2.249253243E-1,1.435693540E-2,9.973882675E0,9.976428877E0
8.676563700E-1,2.129612118E-1,2.392822644E-3,9.973882675E0,9.976156265E0
8.700211090E-1,2.177468538E-1,3.828516230E-2,9.909276962E0,9.911743003E0
8.723857970E-1,2.297109663E-1,1.914258115E-2,9.856635094E0,9.859330045E0
8.747505360E-1,2.512463629E-1,4.785645287E-3,9.859027863E0,9.862229871E0
8.771152240E-1,2.392822653E-1,2.392822644E-3,9.923633575E0,9.926518275E0
8.794799630E-1,2.464607358E-1,1.435693540E-2,9.933204651E0,9.936272120E0
8.818446510E-1,2.488535494E-1,1.674975827E-2,9.863813400E0,9.866966273E0
8.842093900E-1,2.850449979E-1,4.785645287E-3,9.815657616E0,9.819796738E0
8.865741300E-1,2.751746178E-1,1.196411345E-2,9.866206169E0,9.870050070E0
8.889388180E-1,2.560320199E-1,2.632104978E-2,9.947562218E0,9.950891381E0
8.913035570E-1,2.799602449E-1,7.178467698E-3,9.961918831E0,9.965854507E0
8.936682450E-1,2.922234535E-1,1.914258115E-2,9.918848038E0,9.923170228E0
8.960329840E-1,3.065803945E-1,2.153540403E-2,9.894919395E0,9.899691165E0
8.983977240E-1,2.922234535E-1,2.871387079E-2,9.937990189E0,9.942327093E0
9.007624110E-1,2.703889608E-1,3.110669367E-2,1.000498962E1,1.000869098E1
9.031271510E-1,2.632105052E-1,1.914258115E-2,9.971489906E0,9.974981562E0
9.054918380E-1,2.922234535E-1,2.871387079E-2,9.897313118E0,9.901667839E0
9.078565780E-1,2.970091105E-1,1.435693540E-2,9.875777245E0,9.880252867E0
9.102213180E-1,2.727817893E-1,4.785645287E-3,9.911669731E0,9.915423827E0
9.125860050E-1,2.775674164E-1,1.435693540E-2,9.964311600E0,9.968187170E0
9.149507450E-1,2.464607358E-1,1.914258115E-2,9.978668213E0,9.981729742E0
9.173154320E-1,2.679961324E-1,2.871387079E-2,9.969097137E0,9.972740052E0
9.196801720E-1,2.994019389E-1,1.196411345E-2,9.973882675E0,9.978382648E0
9.220449110E-1,2.946162820E-1,4.785645287E-3,1.000977516E1,1.001411107E1
9.244095990E-1,2.775674164E-1,-2.392822644E-3,1.005763149E1,1.006146116E1
9.267743380E-1,2.775674164E-1,-4.785645287E-3,1.003131104E1,1.003515160E1
9.291390260E-1,2.946162820E-1,-4.785645287E-3,9.969097137E0,9.973450726E0
9.315037650E-1,3.041875660E-1,1.674975827E-2,9.916455269E0,9.921133793E0
9.338685050E-1,3.017947674E-1,1.196411345E-2,9.916455269E0,9.921053791E0
9.362331930E-1,2.898306549E-1,9.571290575E-3,9.966704369E0,9.970922194E0
9.385979320E-1,2.850449979E-1,2.153540403E-2,9.981060982E0,9.985153617E0
9.409626200E-1,2.946162820E-1,2.153540403E-2,9.933204651E0,9.937596146E0
9.433273590E-1,3.113660514E-1,4.067798331E-2,9.899705887E0,9.904684758E0
9.456920470E-1,3.161516786E-1,4.067798331E-2,9.890133858E0,9.895269289E0
9.480567860E-1,2.898306549E-1,2.632104978E-2,9.885348320E0,9.889631238E0
9.504215260E-1,3.089732230E-1,4.785645381E-2,9.942776680E0,9.947691330E0
9.527862130E-1,3.017947674E-1,4.546362907E-2,9.976275444E0,9.980942779E0
9.551509530E-1,3.041875660E-1,4.067798331E-2,9.964311600E0,9.969036585E0
9.575156400E-1,2.970091105E-1,5.742774159E-2,9.949954987E0,9.954552556E0
9.598803800E-1,3.113660514E-1,5.264209956E-2,9.957133293E0,9.962139500E0
9.622451200E-1,3.089732230E-1,3.828516230E-2,1.001934624E1,1.002418222E1
9.646098070E-1,3.137588799E-1,4.546362907E-2,1.004088211E1,1.004588598E1
9.669745470E-1,3.329014480E-1,4.785645381E-2,1.000738239E1,1.001303231E1
9.693392860E-1,3.640081584E-1,5.264209956E-2,9.904491425E0,9.911317950E0
9.717039740E-1,3.352942765E-1,3.589234129E-2,9.866206169E0,9.871967113E0
9.740687130E-1,3.137588799E-1,2.392822690E-2,9.894919395E0,9.899921567E0
9.764334010E-1,2.850449979E-1,4.785645287E-3,9.928419113E0,9.932511245E0
9.787981400E-1,3.065803945E-1,4.785645287E-3,9.911669731E0,9.916411211E0
9.811628280E-1,3.233301640E-1,7.178467698E-3,9.868598938E0,9.873896846E0
9.835275680E-1,3.281157911E-1,1.674975827E-2,9.844670296E0,9.850150951E0
9.858922550E-1,3.448655605E-1,1.196411345E-2,9.859027863E0,9.865064916E0
9.882569950E-1,3.209373355E-1,1.435693540E-2,9.873384476E0,9.878609614E0
9.906217340E-1,3.233301640E-1,2.392822690E-2,9.873384476E0,9.878706189E0
9.929864220E-1,3.281157911E-1,1.914258115E-2,9.851848602E0,9.857329623E0
9.953511610E-1,3.113660514E-1,1.914258115E-2,9.837491989E0,9.842436888E0
9.977158490E-1,3.233301640E-1,1.914258115E-2,9.882955551E0,9.888261690E0
1.000080588E0,3.089732230E-1,9.571290575E-3,9.942776680E0,9.947580820E0
1.002445328E0,2.898306549E-1,9.571290575E-3,9.959526062E0,9.963746926E0
1.004810015E0,3.065803945E-1,4.785645287E-3,9.906884193E0,9.911627962E0
1.007174755E0,2.874378264E-1,1.674975827E-2,9.870991707E0,9.875190040E0
1.009539443E0,2.826521695E-1,9.571290575E-3,9.902098656E0,9.906136565E0
1.011904182E0,2.898306549E-1,1.196411345E-2,9.964311600E0,9.968533022E0
1.014268922E0,2.751746178E-1,1.196411345E-2,9.971489906E0,9.975293237E0
1.016633609E0,2.898306549E-1,1.914258115E-2,9.976275444E0,9.980502992E0
1.018998349E0,2.464607358E-1,9.571290575E-3,9.928419113E0,9.931482296E0
1.021363088E0,2.560320199E-1,3.589234129E-2,9.937990189E0,9.941352506E0
1.023727776E0,2.679961324E-1,4.307080805E-2,9.993025780E0,9.996711522E0
1.026092515E0,2.464607358E-1,7.178467698E-3,1.000738239E1,1.001041941E1
1.028457203E0,2.850449979E-1,1.674975827E-2,9.959526062E0,9.963618348E0
1.030821943E0,2.751746178E-1,4.785645287E-3,9.899705887E0,9.903530715E0
1.033186630E0,2.679961324E-1,2.392822644E-3,9.911669731E0,9.915292457E0
1.035551370E0,2.632105052E-1,2.153540403E-2,9.954740524E0,9.958242940E0
1.037916109E0,2.488535494E-1,2.632104978E-2,9.983454704E0,9.986590445E0
1.040280797E0,2.584248483E-1,3.589234129E-2,9.983454704E0,9.986863346E0
1.042645536E0,2.488535494E-1,2.871387079E-2,9.957133293E0,9.960283931E0
1.045010224E0,2.584248483E-1,2.153540403E-2,9.906884193E0,9.910277574E0
1.047374963E0,2.584248483E-1,5.024927482E-2,9.966704369E0,9.970180759E0
1.049739703E0,2.177468538E-1,6.699903309E-2,9.990633011E0,9.993230235E0
1.052104390E0,2.632105052E-1,3.349951655E-2,9.969097137E0,9.972627524E0
1.054469130E0,2.751746178E-1,2.392822644E-3,9.935597420E0,9.939407572E0
1.056833818E0,2.656033039E-1,-2.153540403E-2,9.904491425E0,9.908075457E0
1.059198557E0,2.751746178E-1,9.571290575E-3,9.926026344E0,9.929844494E0
1.061563245E0,2.273181528E-1,1.914258115E-2,9.918848038E0,9.921470978E0
1.063927984E0,2.464607358E-1,2.871387079E-2,9.916455269E0,9.919559087E0
1.066292724E0,2.273181528E-1,1.435693540E-2,9.904491425E0,9.907110075E0
1.068657411E0,2.177468538E-1,2.392822690E-2,9.897313118E0,9.899737027E0
1.071022151E0,2.751746178E-1,3.828516230E-2,9.926026344E0,9.929913686E0
1.073386838E0,2.416750938E-1,2.392822644E-3,9.937990189E0,9.940928607E0
1.075751578E0,2.536391914E-1,-1.674975827E-2,9.976275444E0,9.979513271E0
1.078116318E0,2.344966233E-1,7.178467698E-3,9.976275444E0,9.979033617E0
1.080481005E0,2.416750938E-1,-9.571290575E-3,9.933204651E0,9.936148806E0
1.082845745E0,2.584248483E-1,4.785645287E-3,9.904491425E0,9.907863376E0
1.085210432E0,2.153540403E-1,2.392822644E-3,9.902098656E0,9.904440463E0
1.087575172E0,2.273181528E-1,5.264209956E-2,9.916455269E0,9.919200060E0
1.089939911E0,2.177468538E-1,7.896314561E-2,9.933204651E0,9.935904765E0
1.092304599E0,2.321037948E-1,8.614161611E-2,9.914062500E0,9.917153211E0
1.094669338E0,2.632105052E-1,7.417750359E-2,9.914062500E0,9.917833298E0
1.097034026E0,2.321037948E-1,5.982056633E-2,9.947562218E0,9.950449475E0
1.099398765E0,2.344966233E-1,5.264209956E-2,9.995418549E0,9.998307448E0
1.101763453E0,2.608176768E-1,4.785645381E-2,1.005523872E1,1.005873461E1
1.104128193E0,2.368894368E-1,3.589234129E-2,1.004566765E1,1.004852444E1
1.106492932E0,2.632105052E-1,5.024927482E-2,9.988240242E0,9.991834060E0
1.108857620E0,2.608176768E-1,5.503492057E-2,9.937990189E0,9.941564449E0
1.111222359E0,2.440679073E-1,4.307080805E-2,9.923633575E0,9.926727939E0
1.113587047E0,2.440679073E-1,5.742774159E-2,9.926026344E0,9.929192620E0
1.115951786E0,2.297109663E-1,4.785645381E-2,9.887741089E0,9.890524820E0
1.118316526E0,2.632105052E-1,4.785645381E-2,9.847063065E0,9.850696473E0
1.120681213E0,2.874378264E-1,5.264209956E-2,9.880562782E0,9.884883034E0
1.123045953E0,2.727817893E-1,1.674975827E-2,9.942776680E0,9.946531987E0
1.125410640E0,2.584248483E-1,0.000000000E0,9.947562218E0,9.950918424E0
1.127775380E0,2.703889608E-1,7.178467698E-3,9.880562782E0,9.884264394E0
1.130140120E0,2.775674164E-1,-2.153540403E-2,9.823135376E0,9.827079732E0
1.132504807E0,2.775674164E-1,-4.067798331E-2,9.899705887E0,9.903679872E0
1.134869547E0,2.392822653E-1,-2.871387079E-2,1.001456070E1,1.001746008E1
1.137234234E0,2.201396823E-1,0.000000000E0,9.990633011E0,9.993058062E0
1.139598974E0,2.584248483E-1,1.674975827E-2,9.823135376E0,9.826548355E0
1.141963661E0,2.898306549E-1,4.546362907E-2,9.674481392E0,9.678928606E0
1.144328401E0,2.922234535E-1,8.374879509E-2,9.722337723E0,9.727088938E0
1.146693140E0,2.632105052E-1,7.657032460E-2,9.916455269E0,9.920243338E0
1.149057828E0,2.392822653E-1,4.546362907E-2,1.006959629E1,1.007254151E1
1.151422568E0,2.679961324E-1,2.871387079E-2,1.003609657E1,1.003971518E1
1.153787255E0,3.305086195E-1,4.067798331E-2,9.983454704E0,9.989006881E0
1.156151995E0,2.850449979E-1,3.828516230E-2,1.004806042E1,1.005217561E1
1.158516734E0,2.727817893E-1,5.024927482E-2,1.018205833E1,1.018583560E1
1.160881422E0,2.703889608E-1,4.067798331E-2,1.022752190E1,1.023117633E1
1.163246161E0,2.898306549E-1,5.503492057E-2,1.011027431E1,1.011457747E1
1.165610849E0,3.113660514E-1,5.742774159E-2,1.000020409E1,1.000521507E1
1.167975588E0,2.898306549E-1,3.589234129E-2,9.964311600E0,9.968590458E0
1.170340328E0,2.464607358E-1,-4.785645287E-3,9.954740524E0,9.957792160E0
1.172705015E0,2.679961324E-1,-9.571290575E-3,9.847063065E0,9.850713910E0
1.175069755E0,2.632105052E-1,-3.349951655E-2,9.736694336E0,9.740308957E0
1.177434443E0,2.751746178E-1,-2.392822690E-2,9.676874161E0,9.680815418E0
1.179799182E0,3.161516786E-1,-9.571290575E-3,9.727123260E0,9.732264403E0
1.182163922E0,3.017947674E-1,-2.392822644E-3,9.789336205E0,9.793987397E0
1.184528609E0,3.400799036E-1,2.392822644E-3,9.751050949E0,9.756979793E0
1.186893349E0,4.046861231E-1,2.392822644E-3,9.715159416E0,9.723584682E0
1.189258036E0,3.735794425E-1,2.392822690E-2,9.856635094E0,9.863741153E0
1.191622776E0,3.257229924E-1,1.196411345E-2,1.011984539E1,1.012509305E1
1.193987515E0,3.017947674E-1,1.914258115E-2,1.020598698E1,1.021046604E1
1.196352203E0,3.424727321E-1,2.153540403E-2,1.007198906E1,1.007783285E1
1.198716943E0,3.544368446E-1,2.871387079E-2,9.990633011E0,9.996959434E0
1.201081630E0,3.209373355E-1,3.349951655E-2,1.004806042E1,1.005324033E1
1.203446370E0,3.065803945E-1,2.392822690E-2,1.013420200E1,1.013886652E1
1.205811057E0,3.113660514E-1,1.674975827E-2,1.008156013E1,1.008638112E1
1.208175797E0,3.352942765E-1,-7.178467698E-3,9.933204651E0,9.938864544E0
1.210540536E0,3.616153300E-1,-4.785645287E-3,9.832706451E0,9.839354893E0
1.212905224E0,3.209373355E-1,2.632104978E-2,9.849455833E0,9.854718351E0
1.215269963E0,2.799602449E-1,4.546362907E-2,9.909276962E0,9.913335190E0
1.217634651E0,2.416750938E-1,3.828516230E-2,9.856635094E0,9.859671799E0
1.219999390E0,2.488535494E-1,3.589234129E-2,9.741479874E0,9.744724033E0
1.222364130E0,2.874378264E-1,2.871387079E-2,9.743872643E0,9.748153623E0
1.224728818E0,2.560320199E-1,4.785645287E-3,9.918848038E0,9.922153077E0
1.227093557E0,2.512463629E-1,-2.871387079E-2,1.004566765E1,1.004885007E1
1.229458245E0,2.826521695E-1,-6.699903309E-2,1.002891827E1,1.003312427E1
1.231822984E0,2.727817893E-1,-4.785645381E-2,9.880562782E0,9.884443385E0
1.234187672E0,2.946162820E-1,-3.349951655E-2,9.837491989E0,9.841959643E0
1.236552411E0,2.225325108E-1,2.392822644E-3,9.940383911E0,9.942874773E0
1.238917151E0,2.129612118E-1,5.982056633E-2,1.005045319E1,1.005288716E1
1.241281838E0,2.464607358E-1,8.853443712E-2,1.003848934E1,1.004190468E1
1.243646578E0,2.632105052E-1,1.124626622E-1,9.942776680E0,9.946895784E0
1.246011265E0,3.305086195E-1,1.052841991E-1,9.899705887E0,9.905781007E0
1.248376005E0,3.065803945E-1,9.332008660E-2,9.988240242E0,9.993379974E0
1.250740745E0,2.560320199E-1,3.828516230E-2,1.008395290E1,1.008727537E1
1.253105432E0,2.775674164E-1,1.674975827E-2,1.008395290E1,1.008778620E1
1.255470172E0,2.321037948E-1,-1.435693540E-2,9.957133293E0,9.959848478E0
1.257834859E0,2.632105052E-1,2.392822644E-3,9.866206169E0,9.869716798E0
1.260199599E0,2.632105052E-1,1.914258115E-2,9.847063065E0,9.850598825E0
1.262564286E0,2.273181528E-1,9.571290575E-3,9.844670296E0,9.847299040E0
1.264929026E0,2.679961324E-1,1.435693540E-2,9.894919395E0,9.898558374E0
1.267293765E0,2.416750938E-1,3.110669367E-2,9.878170013E0,9.881174894E0
1.269658453E0,2.440679073E-1,4.785645287E-3,9.902098656E0,9.905107260E0
1.272023193E0,2.560320199E-1,-9.571290575E-3,9.985847473E0,9.989133784E0
1.274387880E0,1.818545163E-1,-3.589234129E-2,1.005763149E1,1.005933947E1
1.276752620E0,2.321037948E-1,-4.307080805E-2,1.003848934E1,1.004126464E1
1.279117359E0,2.464607358E-1,-3.828516230E-2,9.942776680E0,9.945904522E0
1.281482047E0,2.368894368E-1,-2.392822644E-3,9.885348320E0,9.888186575E0
1.283846786E0,2.584248483E-1,-2.392822644E-3,9.926026344E0,9.929390118E0
1.286211474E0,2.129612118E-1,2.392822644E-3,9.928419113E0,9.930703112E0
1.288576213E0,2.249253243E-1,2.153540403E-2,9.892526627E0,9.895106782E0
1.290940953E0,2.464607358E-1,3.349951655E-2,9.916455269E0,9.919574094E0
1.293305640E0,2.105683982E-1,3.828516230E-2,9.937990189E0,9.940294452E0
1.295670380E0,2.081755698E-1,3.349951655E-2,9.947562218E0,9.949796649E0
1.298035068E0,2.057827413E-1,1.914258115E-2,9.906884193E0,9.909039681E0
1.300399807E0,2.177468538E-1,-7.178467698E-3,9.863813400E0,9.866219135E0
1.302764495E0,2.153540403E-1,2.153540403E-2,9.882955551E0,9.885325061E0
1.305129234E0,2.033899277E-1,2.153540403E-2,9.985847473E0,9.987941780E0
1.307493974E0,1.746760458E-1,1.674975827E-2,1.001934624E1,1.002088276E1
1.309858661E0,2.033899277E-1,4.307080805E-2,9.935597420E0,9.937772318E0
1.312223401E0,2.297109663E-1,5.982056633E-2,9.849455833E0,9.852315760E0
1.314588140E0,2.129612118E-1,6.939185411E-2,9.868598938E0,9.871140395E0
1.316952828E0,2.057827413E-1,8.614161611E-2,1.002652550E1,1.002900695E1
1.319317568E0,1.794617027E-1,4.067798331E-2,1.013180923E1,1.013348013E1
1.321682255E0,1.986042857E-1,-2.392822644E-3,1.006241703E1,1.006437707E1
1.324046995E0,2.799602449E-1,-4.785645287E-3,9.935597420E0,9.939542078E0
1.326411682E0,2.464607358E-1,-4.785645287E-3,9.911669731E0,9.914734624E0
1.328776422E0,2.416750938E-1,-1.674975827E-2,1.000020409E1,1.000313797E1
1.331141109E0,2.057827413E-1,2.392822644E-3,9.988240242E0,9.990360123E0
1.333505849E0,1.890329868E-1,1.435693540E-2,9.914062500E0,9.915874891E0
1.335870588E0,2.344966233E-1,4.307080805E-2,9.890133858E0,9.893007201E0
1.338235276E0,2.033899277E-1,7.417750359E-2,9.909276962E0,9.911641624E0
1.340600015E0,2.249253243E-1,7.417750359E-2,9.976275444E0,9.979086403E0
1.342964755E0,2.488535494E-1,9.092725813E-2,9.988240242E0,9.991753549E0
1.345329443E0,2.416750938E-1,5.264209956E-2,9.930811882E0,9.933891618E0
1.347694182E0,2.874378264E-1,4.546362907E-2,9.923633575E0,9.927899616E0
1.350058870E0,2.464607358E-1,2.632104978E-2,9.957133293E0,9.960217824E0
1.352423609E0,2.297109663E-1,2.153540403E-2,9.988240242E0,9.990904565E0
1.354788297E0,2.512463629E-1,-2.392822644E-3,9.937990189E0,9.941165900E0
1.357153036E0,2.584248483E-1,-4.785645287E-3,9.815657616E0,9.819060074E0
1.359517776E0,2.994019389E-1,2.632104978E-2,9.796515465E0,9.801124914E0
1.361882463E0,2.799602449E-1,5.503492057E-2,9.866206169E0,9.870330833E0
1.364247203E0,2.584248483E-1,3.110669367E-2,9.885348320E0,9.888774567E0
1.366611890E0,2.970091105E-1,4.785645381E-2,9.849455833E0,9.854049161E0
1.368976630E0,3.113660514E-1,3.349951655E-2,9.810872078E0,9.815868885E0
1.371341318E0,3.329014480E-1,9.571290575E-3,9.851848602E0,9.857476141E0
1.373706057E0,3.113660514E-1,-2.392822644E-3,9.918848038E0,9.923734224E0
1.376070797E0,3.089732230E-1,0.000000000E0,9.959526062E0,9.964317530E0
1.378435484E0,3.017947674E-1,-7.178467698E-3,9.899705887E0,9.904307561E0
1.380800224E0,3.305086195E-1,4.785645287E-3,9.839884758E0,9.845435029E0
1.383164911E0,3.376871049E-1,9.571290575E-3,9.890133858E0,9.895901774E0
1.385529651E0,3.113660514E-1,2.871387079E-2,9.976275444E0,9.981174532E0
1.387894390E0,3.185445070E-1,3.828516230E-2,1.001456070E1,1.001969872E1
1.390259078E0,3.496512175E-1,6.699903309E-2,9.961918831E0,9.968278268E0
1.392623818E0,3.568296731E-1,7.178468257E-2,9.921240807E0,9.927915169E0
1.394988505E0,3.281157911E-1,1.172483116E-1,9.961918831E0,9.968010530E0
1.397353245E0,3.161516786E-1,1.100698411E-1,1.004806042E1,1.005363543E1
1.399717984E0,3.017947674E-1,1.100698411E-1,1.006241703E1,1.006754349E1
1.402082672E0,3.329014480E-1,1.052841991E-1,1.000498962E1,1.001108014E1
1.404447411E0,3.520440459E-1,5.742774159E-2,9.945169449E0,9.951564114E0
1.406812099E0,3.472583890E-1,3.349951655E-2,9.940383911E0,9.946504055E0
1.409176838E0,3.137588799E-1,9.571290575E-3,9.947562218E0,9.952513769E0
1.411541526E0,3.376871049E-1,4.785645287E-3,9.918848038E0,9.924595804E0
1.413906265E0,3.496512175E-1,7.178467698E-3,9.887741089E0,9.893923961E0
1.416271005E0,3.592225015E-1,-1.196411345E-2,9.918848038E0,9.925357945E0
1.418635693E0,3.664009571E-1,0.000000000E0,1.000259686E1,1.000930535E1
1.421000432E0,3.664009571E-1,-4.785645287E-3,1.002173901E1,1.002843583E1
1.423365120E0,3.831507266E-1,7.178467698E-3,9.973882675E0,9.981241988E0
1.425729859E0,3.807578981E-1,9.571290575E-3,9.916455269E0,9.923767091E0
1.428094599E0,3.664009571E-1,-4.785645287E-3,9.916455269E0,9.923223149E0
1.430459286E0,3.520440459E-1,-1.435693540E-2,9.942776680E0,9.949017501E0
1.432824026E0,3.400799036E-1,-1.914258115E-2,9.918848038E0,9.924694815E0
1.435188713E0,3.281157911E-1,-1.435693540E-2,9.844670296E0,9.850147173E0
1.437553453E0,3.496512175E-1,1.196411345E-2,9.810872078E0,9.817108029E0
1.439918140E0,3.257229924E-1,9.571290575E-3,9.863813400E0,9.869194591E0
1.442282880E0,2.946162820E-1,4.067798331E-2,9.928419113E0,9.932872673E0
1.444647620E0,3.041875660E-1,4.785645381E-2,9.935597420E0,9.940368021E0
1.447012307E0,3.041875660E-1,4.307080805E-2,9.892526627E0,9.897296006E0
1.449377047E0,3.305086195E-1,6.221338734E-2,9.911669731E0,9.917373811E0
1.451741734E0,3.137588799E-1,5.503492057E-2,1.000738239E1,1.001245104E1
1.454106474E0,2.850449979E-1,3.828516230E-2,1.007198906E1,1.007609448E1
1.456471213E0,3.209373355E-1,4.307080805E-2,1.003848934E1,1.004371068E1
1.458835901E0,3.209373355E-1,5.264209956E-2,9.942776680E0,9.948094293E0
1.461200640E0,3.161516786E-1,5.742774159E-2,9.957133293E0,9.962316661E0
1.463565328E0,2.850449979E-1,1.674975827E-2,1.001934624E1,1.002341410E1
1.465930068E0,2.656033039E-1,1.435693540E-2,1.007916737E1,1.008267653E1
1.468294755E0,3.065803945E-1,1.196411345E-2,1.004327488E1,1.004796024E1
1.470659495E0,2.826521695E-1,-2.153540403E-2,9.990633011E0,9.994653770E0
1.473024234E0,2.751746178E-1,-1.914258115E-2,9.966704369E0,9.970520723E0
1.475388922E0,2.632105052E-1,-3.110669367E-2,9.981060982E0,9.984579396E0
1.477753661E0,2.512463629E-1,-1.435693540E-2,9.981060982E0,9.984233029E0
1.480118349E0,2.703889608E-1,-4.785645287E-3,9.947562218E0,9.951237469E0
1.482483088E0,2.560320199E-1,-3.828516230E-2,9.856635094E0,9.860034154E0
1.484847828E0,2.464607358E-1,-2.632104978E-2,9.789336205E0,9.792473590E0
1.487212515E0,2.584248483E-1,7.178467698E-3,9.755837440E0,9.759262221E0
1.489577255E0,2.488535494E-1,4.067798331E-2,9.717552185E0,9.720823178E0
1.491941943E0,2.775674164E-1,4.067798331E-2,9.717552185E0,9.721600631E0
1.494306682E0,2.727817893E-1,2.392822690E-2,9.770194054E0,9.774030607E0
