"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.618158335E1,2.656033039E-1,5.264209956E-2,1.007198906E1,1.007562802E1
1.618394809E1,3.017947674E-1,1.674975827E-2,1.000977516E1,1.001433769E1
1.618631278E1,2.970091105E-1,7.178467698E-3,9.947562218E0,9.951997790E0
1.618867752E1,2.898306549E-1,2.632104978E-2,9.971489906E0,9.975735840E0
1.619104226E1,2.703889608E-1,1.435693540E-2,1.003848934E1,1.004214044E1
1.619340700E1,2.464607358E-1,1.674975827E-2,1.006241703E1,1.006544882E1
1.619577173E1,2.608176768E-1,9.571290575E-3,9.983454704E0,9.986865640E0
1.619813647E1,2.826521695E-1,2.392822690E-2,9.859027863E0,9.863107786E0
1.620050116E1,2.751746178E-1,4.307080805E-2,9.810872078E0,9.814824863E0
1.620286590E1,2.727817893E-1,5.503492057E-2,9.906884193E0,9.910791753E0
1.620523064E1,2.512463629E-1,5.503492057E-2,9.973882675E0,9.977198464E0
1.620759538E1,2.703889608E-1,4.067798331E-2,9.949954987E0,9.953711324E0
1.620996012E1,2.799602449E-1,2.392822644E-3,9.870991707E0,9.874961303E0
1.621232481E1,2.850449979E-1,0.000000000E0,9.835099220E0,9.839229000E0
1.621468955E1,2.608176768E-1,1.196411345E-2,9.911669731E0,9.915107960E0
1.621705429E1,2.297109663E-1,2.392822690E-2,1.005763149E1,1.006028285E1
1.621941903E1,2.201396823E-1,2.392822690E-2,1.012223816E1,1.012465996E1
1.622178376E1,2.344966233E-1,-4.785645287E-3,1.005284595E1,1.005558170E1
1.622414845E1,2.632105052E-1,-1.435693540E-2,9.983454704E0,9.986934150E0
1.622651319E1,2.464607358E-1,-1.196411345E-2,9.976275444E0,9.979326519E0
1.622887793E1,2.297109663E-1,0.000000000E0,1.002652550E1,1.002915653E1
1.623124267E1,2.344966233E-1,2.153540403E-2,1.001695347E1,1.001972102E1
1.623360741E1,2.560320199E-1,2.392822690E-2,9.926026344E0,9.929356673E0
1.623597210E1,2.826521695E-1,2.153540403E-2,9.823135376E0,9.827224666E0
1.623833684E1,2.898306549E-1,9.571290575E-3,9.823135376E0,9.827414819E0
1.624070158E1,2.440679073E-1,2.153540403E-2,9.897313118E0,9.900345442E0
1.624306632E1,2.656033039E-1,1.914258115E-2,1.000020409E1,1.000374896E1
1.624543106E1,2.512463629E-1,9.571290575E-3,1.002173901E1,1.002489247E1
1.624779574E1,2.608176768E-1,-7.178467698E-3,9.978668213E0,9.982078776E0
1.625016048E1,2.898306549E-1,-2.632104978E-2,9.873384476E0,9.877672581E0
1.625252522E1,2.946162820E-1,-1.674975827E-2,9.859027863E0,9.863443096E0
1.625488996E1,2.656033039E-1,9.571290575E-3,9.930811882E0,9.934367688E0
1.625725470E1,2.679961324E-1,3.349951655E-2,9.971489906E0,9.975146871E0
1.625961939E1,2.632105052E-1,1.674975827E-2,9.916455269E0,9.919961967E0
1.626198413E1,2.826521695E-1,2.153540403E-2,9.827920914E0,9.832008213E0
1.626434887E1,2.632105052E-1,4.546362907E-2,9.808479309E0,9.812115627E0
1.626671361E1,2.249253243E-1,5.503492057E-2,9.899705887E0,9.902413690E0
1.626907835E1,2.273181528E-1,2.871387079E-2,9.995418549E0,9.998044308E0
1.627144304E1,2.560320199E-1,1.674975827E-2,9.942776680E0,9.946086721E0
1.627380778E1,2.898306549E-1,1.914258115E-2,9.837491989E0,9.841779152E0
1.627617252E1,3.089732230E-1,1.674975827E-2,9.808479309E0,9.813358822E0
1.627853726E1,2.632105052E-1,2.871387079E-2,9.882955551E0,9.886501640E0
1.628090200E1,2.392822653E-1,2.871387079E-2,1.000498962E1,1.000789178E1
1.628326673E1,2.416750938E-1,1.674975827E-2,1.000738239E1,1.001031417E1
1.628563142E1,2.560320199E-1,2.871387079E-2,9.933204651E0,9.936545251E0
1.628799616E1,2.898306549E-1,3.110669367E-2,9.851848602E0,9.856160019E0
1.629036090E1,2.826521695E-1,4.785645381E-2,9.856635094E0,9.860803104E0
1.629272564E1,2.703889608E-1,5.742774159E-2,9.935597420E0,9.939441847E0
1.629509038E1,2.584248483E-1,5.264209956E-2,9.985847473E0,9.989329525E0
1.629745507E1,2.608176768E-1,4.785645381E-2,9.949954987E0,9.953487848E0
1.629981981E1,2.826521695E-1,3.349951655E-2,9.863813400E0,9.867919196E0
1.630218455E1,2.898306549E-1,4.546362907E-2,9.801301003E0,9.805690699E0
1.630454929E1,2.632105052E-1,7.657032460E-2,9.839884758E0,9.843702293E0
1.630691397E1,2.344966233E-1,6.221338734E-2,9.957133293E0,9.960088483E0
1.630927871E1,2.201396823E-1,3.110669367E-2,1.001216793E1,1.001463608E1
1.631164345E1,2.560320199E-1,2.153540403E-2,9.909276962E0,9.912607431E0
1.631400819E1,2.727817893E-1,2.392822644E-3,9.791728973E0,9.795528159E0
1.631637293E1,2.679961324E-1,9.571290575E-3,9.791728973E0,9.795400442E0
1.631873767E1,2.344966233E-1,3.349951655E-2,9.894919395E0,9.897754327E0
1.632110236E1,2.464607358E-1,2.871387079E-2,9.978668213E0,9.981752686E0
1.632346710E1,2.416750938E-1,2.392822644E-3,9.952347755E0,9.955281936E0
1.632583184E1,2.703889608E-1,-4.785645287E-3,9.897313118E0,9.901007022E0
1.632819658E1,2.703889608E-1,4.785645287E-3,9.904491425E0,9.908182652E0
1.633056126E1,2.392822653E-1,1.674975827E-2,9.983454704E0,9.986335884E0
1.633292600E1,2.344966233E-1,2.871387079E-2,1.008395290E1,1.008671995E1
1.633529075E1,2.488535494E-1,4.785645381E-2,1.005763149E1,1.006082350E1
1.633765548E1,2.727817893E-1,3.589234129E-2,9.952347755E0,9.956150060E0
1.634002022E1,3.017947674E-1,4.785645381E-2,9.906884193E0,9.911595469E0
1.634238496E1,2.850449979E-1,6.221338734E-2,9.964311600E0,9.968581986E0
1.634474965E1,2.464607358E-1,8.374879509E-2,1.005763149E1,1.006099935E1
1.634711439E1,2.608176768E-1,5.982056633E-2,1.005045319E1,1.005401480E1
1.634947913E1,2.799602449E-1,4.307080805E-2,9.961918831E0,9.965944994E0
1.635184387E1,2.970091105E-1,2.871387079E-2,9.882955551E0,9.887459195E0
1.635420861E1,2.826521695E-1,4.785645381E-2,9.868598938E0,9.872761898E0
1.635658778E1,2.632105052E-1,5.982056633E-2,9.914062500E0,9.917736310E0
1.635893804E1,2.751746178E-1,5.742774159E-2,9.959526062E0,9.963492279E0
1.636130278E1,2.727817893E-1,3.349951655E-2,9.940383911E0,9.944182441E0
1.636366752E1,2.898306549E-1,1.435693540E-2,9.894919395E0,9.899173590E0
1.636603226E1,2.727817893E-1,3.110669367E-2,9.861420631E0,9.865241730E0
1.636839694E1,2.656033039E-1,2.871387079E-2,9.914062500E0,9.917661259E0
1.637076168E1,2.177468538E-1,3.589234129E-2,1.001456070E1,1.001699196E1
1.637312642E1,2.177468538E-1,2.871387079E-2,1.006720352E1,1.006959904E1
1.637549116E1,2.632105052E-1,4.785645287E-3,1.001456070E1,1.001802020E1
1.637785590E1,2.656033039E-1,2.153540403E-2,9.923633575E0,9.927210697E0
1.638022059E1,2.775674164E-1,1.914258115E-2,9.966704369E0,9.970587048E0
1.638258533E1,2.584248483E-1,3.349951655E-2,1.005284595E1,1.005622282E1
1.638495007E1,2.440679073E-1,3.349951655E-2,1.009591675E1,1.009892204E1
1.638731481E1,2.799602449E-1,1.914258115E-2,1.002891827E1,1.003284335E1
1.638967955E1,2.970091105E-1,3.349951655E-2,9.935597420E0,9.940092189E0
1.639204423E1,3.017947674E-1,4.785645381E-2,9.904491425E0,9.909203838E0
1.639440897E1,2.874378264E-1,5.264209956E-2,9.966704369E0,9.970987296E0
1.639677371E1,2.584248483E-1,4.546362907E-2,1.005045319E1,1.005387784E1
1.639913845E1,2.464607358E-1,2.153540403E-2,1.001216793E1,1.001522408E1
1.640150319E1,2.632105052E-1,1.196411345E-2,9.916455269E0,9.919955041E0
1.640386788E1,2.632105052E-1,1.674975827E-2,9.849455833E0,9.852986377E0
1.640623262E1,2.536391914E-1,2.871387079E-2,9.887741089E0,9.891035394E0
1.640859736E1,2.225325108E-1,2.153540403E-2,9.973882675E0,9.976388129E0
1.641096210E1,2.249253243E-1,2.153540403E-2,1.003609657E1,1.003863983E1
1.641332684E1,2.512463629E-1,4.785645287E-3,9.995418549E0,9.998576879E0
1.641569158E1,2.946162820E-1,1.914258115E-2,9.885348320E0,9.889756145E0
1.641805626E1,3.017947674E-1,1.435693540E-2,9.844670296E0,9.849305531E0
1.642042100E1,2.799602449E-1,1.674975827E-2,9.918848038E0,9.922812338E0
1.642278575E1,2.584248483E-1,0.000000000E0,9.988240242E0,9.991582784E0
1.642515048E1,2.656033039E-1,-9.571290575E-3,9.954740524E0,9.958287786E0
1.642751517E1,2.536391914E-1,-4.785645287E-3,9.832706451E0,9.835978441E0
1.642987991E1,2.632105052E-1,4.785645287E-3,9.779765129E0,9.783307654E0
1.643224465E1,2.368894368E-1,2.392822644E-3,9.835099220E0,9.837951972E0
1.643460939E1,2.464607358E-1,1.435693540E-2,9.911669731E0,9.914743863E0
1.643697413E1,2.560320199E-1,1.914258115E-2,9.961918831E0,9.965226823E0
1.643933882E1,2.608176768E-1,9.571290575E-3,9.935597420E0,9.939024779E0
1.644170356E1,2.874378264E-1,2.632104978E-2,9.878170013E0,9.882386155E0
1.644406830E1,2.656033039E-1,3.349951655E-2,9.906884193E0,9.910500580E0
1.644643304E1,2.321037948E-1,3.589234129E-2,9.997811317E0,1.000056956E1
1.644879778E1,2.273181528E-1,2.632104978E-2,1.005284595E1,1.005545017E1
1.645116252E1,2.297109663E-1,2.392822690E-2,9.973882675E0,9.976556285E0
1.645352720E1,2.584248483E-1,1.196411345E-2,9.796515465E0,9.799930704E0
1.645589194E1,2.727817893E-1,1.435693540E-2,9.698409081E0,9.702255136E0
1.645825668E1,2.440679073E-1,1.914258115E-2,9.734301567E0,9.737379657E0
1.646062142E1,2.344966233E-1,2.632104978E-2,9.813264847E0,9.816101488E0
1.646298616E1,2.249253243E-1,1.435693540E-2,9.827920914E0,9.830504921E0
1.646535090E1,2.632105052E-1,-9.571290575E-3,9.755837440E0,9.759392171E0
1.646771559E1,2.826521695E-1,-1.435693540E-2,9.734301567E0,9.738414931E0
1.647008033E1,2.656033039E-1,-4.785645287E-3,9.842277527E0,9.845861818E0
1.647244507E1,2.321037948E-1,1.914258115E-2,9.985847473E0,9.988562878E0
1.647480981E1,2.225325108E-1,4.785645287E-3,9.985847473E0,9.988327857E0
1.647717455E1,2.656033039E-1,-4.785645287E-3,9.875777245E0,9.879349382E0
1.647953923E1,2.850449979E-1,0.000000000E0,9.796515465E0,9.800661503E0
1.648190397E1,2.751746178E-1,1.435693540E-2,9.798908234E0,9.802781736E0
1.648426871E1,2.488535494E-1,2.871387079E-2,9.861420631E0,9.864601839E0
1.648663345E1,2.488535494E-1,2.632104978E-2,9.894919395E0,9.898083185E0
1.648899819E1,2.656033039E-1,4.785645287E-3,9.904491425E0,9.908053209E0
1.649136288E1,2.727817893E-1,2.392822644E-3,9.916455269E0,9.920206688E0
1.649372762E1,2.632105052E-1,-2.153540403E-2,9.947562218E0,9.951067160E0
1.649609236E1,2.679961324E-1,-1.196411345E-2,9.995418549E0,9.999017803E0
1.649845710E1,2.799602449E-1,-4.785645287E-3,1.001695347E1,1.002086610E1
1.650082184E1,2.799602449E-1,-7.178467698E-3,9.997811317E0,1.000173287E1
1.650318653E1,2.775674164E-1,0.000000000E0,9.923633575E0,9.927514644E0
1.650555126E1,2.898306549E-1,1.674975827E-2,9.808479309E0,9.812774772E0
1.650791601E1,2.826521695E-1,4.307080805E-2,9.729516029E0,9.733716120E0
1.651028074E1,2.536391914E-1,2.153540403E-2,9.782157898E0,9.785469317E0
1.651264548E1,2.344966233E-1,-4.785645287E-3,9.914062500E0,9.916836533E0
1.651501017E1,2.512463629E-1,-1.674975827E-2,9.947562218E0,9.950748684E0
1.651737491E1,2.874378264E-1,-2.632104978E-2,9.914062500E0,9.918263384E0
1.651973965E1,3.209373355E-1,-7.178467698E-3,9.904491425E0,9.909692361E0
1.652210439E1,2.994019389E-1,4.785645287E-3,1.002413273E1,1.002860416E1
1.652446913E1,2.608176768E-1,4.785645287E-3,1.017727280E1,1.018061542E1
1.652683382E1,2.608176768E-1,0.000000000E0,1.017488003E1,1.017822231E1
1.652919856E1,2.799602449E-1,4.785645287E-3,1.003131104E1,1.003521807E1
1.653156330E1,2.898306549E-1,2.153540403E-2,9.885348320E0,9.889619659E0
1.653392804E1,2.898306549E-1,4.067798331E-2,9.842277527E0,9.846628023E0
1.653629278E1,2.826521695E-1,7.178468257E-2,9.894919395E0,9.899215885E0
1.653865752E1,2.679961324E-1,5.742774159E-2,9.933204651E0,9.936985182E0
1.654102220E1,2.850449979E-1,2.871387079E-2,9.894919395E0,9.899065864E0
1.654338694E1,3.137588799E-1,1.196411345E-2,9.885348320E0,9.890333623E0
1.654575168E1,3.041875660E-1,9.571290575E-3,9.985847473E0,9.990484044E0
1.654811642E1,2.799602449E-1,4.785645287E-3,1.017488003E1,1.017873196E1
1.655048116E1,2.632105052E-1,2.392822644E-3,1.027298546E1,1.027635712E1
1.655284585E1,2.898306549E-1,-2.392822690E-2,1.022273636E1,1.022687210E1
1.655521059E1,3.257229924E-1,-1.674975827E-2,1.007677460E1,1.008205149E1
1.655757533E1,2.826521695E-1,2.632104978E-2,9.973882675E0,9.977921661E0
1.655994007E1,2.608176768E-1,6.221338734E-2,9.935597420E0,9.939214881E0
1.656230481E1,2.488535494E-1,7.896314561E-2,9.904491425E0,9.907931855E0
1.656466955E1,2.922234535E-1,7.178468257E-2,9.866206169E0,9.870793877E0
1.656703423E1,2.970091105E-1,4.067798331E-2,9.827920914E0,9.832491983E0
1.656939897E1,2.946162820E-1,4.785645287E-3,9.827920914E0,9.832337013E0
1.657176371E1,2.922234535E-1,-4.785645287E-3,9.892526627E0,9.896842957E0
1.657412845E1,2.799602449E-1,0.000000000E0,1.002652550E1,1.003043326E1
1.657649319E1,2.488535494E-1,-4.785645287E-3,1.012223816E1,1.012529784E1
1.657885788E1,2.464607358E-1,-1.435693540E-2,1.010548782E1,1.010850301E1
1.658122262E1,2.775674164E-1,-4.785645287E-3,1.000259686E1,1.000644844E1
1.658358736E1,2.799602449E-1,3.110669367E-2,9.954740524E0,9.958725032E0
1.658595210E1,2.703889608E-1,4.785645381E-2,9.990633011E0,9.994405855E0
1.658831684E1,2.679961324E-1,5.024927482E-2,1.005045319E1,1.005415119E1
1.659068153E1,2.799602449E-1,4.067798331E-2,9.993025780E0,9.997029392E0
1.659304626E1,3.017947674E-1,1.196411345E-2,9.894919395E0,9.899527921E0
1.659541101E1,3.065803945E-1,2.392822690E-2,9.839884758E0,9.844688728E0
1.659777574E1,2.874378264E-1,3.828516230E-2,9.914062500E0,9.918302350E0
1.660014048E1,2.799602449E-1,4.546362907E-2,1.004566765E1,1.004967080E1
1.660250517E1,2.656033039E-1,3.349951655E-2,1.008873844E1,1.009228966E1
1.660486991E1,2.994019389E-1,1.914258115E-2,9.990633011E0,9.995136613E0
1.660723465E1,3.233301640E-1,-4.785645287E-3,9.887741089E0,9.893027299E0
1.660959939E1,3.041875660E-1,4.785645287E-3,9.878170013E0,9.882853626E0
1.661196413E1,2.656033039E-1,2.632104978E-2,9.942776680E0,9.946358430E0
1.661432882E1,2.440679073E-1,3.589234129E-2,9.930811882E0,9.933875479E0
1.661669356E1,2.536391914E-1,2.871387079E-2,9.859027863E0,9.862331759E0
1.661905830E1,2.775674164E-1,2.153540403E-2,9.777372360E0,9.781335170E0
1.662142304E1,2.775674164E-1,4.067798331E-2,9.798908234E0,9.802923081E0
1.662378778E1,2.440679073E-1,4.067798331E-2,9.935597420E0,9.938677977E0
1.662615252E1,2.632105052E-1,2.392822690E-2,1.001934624E1,1.002283150E1
1.662851720E1,2.826521695E-1,0.000000000E0,9.985847473E0,9.989846946E0
1.663088194E1,2.826521695E-1,0.000000000E0,9.906884193E0,9.910915531E0
1.663324668E1,2.775674164E-1,-1.196411345E-2,9.851848602E0,9.855765201E0
1.663561142E1,2.560320199E-1,1.435693540E-2,9.810872078E0,9.814222814E0
1.663797616E1,2.536391914E-1,1.674975827E-2,9.786943436E0,9.790243879E0
1.664034085E1,2.584248483E-1,3.349951655E-2,9.784550667E0,9.788020095E0
1.664270559E1,2.512463629E-1,3.110669367E-2,9.808479309E0,9.811745957E0
1.664507033E1,2.679961324E-1,1.196411345E-2,9.823135376E0,9.826797733E0
1.664743507E1,2.994019389E-1,2.632104978E-2,9.842277527E0,9.846865554E0
1.664979981E1,2.898306549E-1,5.503492057E-2,9.909276962E0,9.913667362E0
1.665216450E1,2.703889608E-1,5.503492057E-2,1.001934624E1,1.002314512E1
1.665452923E1,2.560320199E-1,4.067798331E-2,1.006480980E1,1.006814796E1
1.665689397E1,2.703889608E-1,4.067798331E-2,1.000738239E1,1.001111718E1
1.665925871E1,2.751746178E-1,4.067798331E-2,9.866206169E0,9.870126643E0
1.666162345E1,2.703889608E-1,5.503492057E-2,9.818050385E0,9.821927122E0
1.666398819E1,2.536391914E-1,4.067798331E-2,9.849455833E0,9.852805070E0
1.666635288E1,2.344966233E-1,3.110669367E-2,9.880562782E0,9.883394012E0
1.666871762E1,2.368894368E-1,1.674975827E-2,9.837491989E0,9.840358012E0
1.667108236E1,2.679961324E-1,1.196411345E-2,9.753444672E0,9.757133187E0
1.667344710E1,2.751746178E-1,1.914258115E-2,9.727123260E0,9.731033575E0
1.667581184E1,2.440679073E-1,2.632104978E-2,9.794121742E0,9.797197693E0
1.667817653E1,2.368894368E-1,1.914258115E-2,9.892526627E0,9.895381049E0
1.668054127E1,2.368894368E-1,2.392822644E-3,9.916455269E0,9.919284623E0
1.668290600E1,2.799602449E-1,7.178467698E-3,9.875777245E0,9.879747236E0
1.668527074E1,2.775674164E-1,1.674975827E-2,9.854242325E0,9.858164942E0
1.668763548E1,2.344966233E-1,3.349951655E-2,9.909276962E0,9.912107788E0
1.669000022E1,2.392822653E-1,2.392822690E-2,9.978668213E0,9.981565402E0
1.669236491E1,2.225325108E-1,1.196411345E-2,9.985847473E0,9.988333876E0
1.669472965E1,2.392822653E-1,-9.571290575E-3,9.926026344E0,9.928914674E0
1.669709439E1,2.584248483E-1,-7.178467698E-3,9.868598938E0,9.871984599E0
1.669945913E1,2.679961324E-1,2.153540403E-2,9.873384476E0,9.877044432E0
1.670182387E1,2.536391914E-1,4.307080805E-2,9.930811882E0,9.934143776E0
1.670418856E1,2.464607358E-1,4.307080805E-2,9.971489906E0,9.974628261E0
1.670655330E1,2.536391914E-1,3.828516230E-2,9.949954987E0,9.953260914E0
1.670891804E1,2.632105052E-1,5.742774159E-2,9.897313118E0,9.900978975E0
1.671128278E1,2.560320199E-1,6.939185411E-2,9.839884758E0,9.843459741E0
1.671364752E1,2.536391914E-1,7.417750359E-2,9.844670296E0,9.848216507E0
1.671601220E1,2.440679073E-1,5.024927482E-2,9.921240807E0,9.924369666E0
1.671837694E1,2.512463629E-1,2.153540403E-2,9.933204651E0,9.936404941E0
1.672074168E1,2.799602449E-1,-7.178467698E-3,9.854242325E0,9.858220989E0
1.672310642E1,2.970091105E-1,2.392822644E-3,9.739087105E0,9.743615231E0
1.672547116E1,2.826521695E-1,1.435693540E-2,9.753444672E0,9.757549966E0
1.672783590E1,2.416750938E-1,2.153540403E-2,9.904491425E0,9.907462894E0
1.673020059E1,1.986042857E-1,1.435693540E-2,9.997811317E0,9.999794044E0
1.673256533E1,2.416750938E-1,3.349951655E-2,9.978668213E0,9.981650584E0
1.673493007E1,2.608176768E-1,2.392822690E-2,9.906884193E0,9.910345748E0
1.673729481E1,2.464607358E-1,3.349951655E-2,9.930811882E0,9.933926200E0
1.673965955E1,2.488535494E-1,4.546362907E-2,1.000020409E1,1.000340326E1
1.674202423E1,2.632105052E-1,4.307080805E-2,1.000977516E1,1.001332780E1
1.674438897E1,2.536391914E-1,2.392822690E-2,9.983454704E0,9.986704824E0
1.674675371E1,2.703889608E-1,3.589234129E-2,9.940383911E0,9.944125439E0
1.674911845E1,2.826521695E-1,5.264209956E-2,9.899705887E0,9.903880052E0
1.675148319E1,2.826521695E-1,4.067798331E-2,9.923633575E0,9.927741449E0
1.675384788E1,2.632105052E-1,4.307080805E-2,9.976275444E0,9.979840009E0
1.675621262E1,2.488535494E-1,4.307080805E-2,9.990633011E0,9.993824650E0
1.675857736E1,2.488535494E-1,2.392822690E-2,9.930811882E0,9.933958188E0
1.676094210E1,2.464607358E-1,2.392822690E-2,9.856635094E0,9.859744968E0
1.676330684E1,2.321037948E-1,3.110669367E-2,9.851848602E0,9.854631433E0
1.676567158E1,2.297109663E-1,5.742774159E-2,9.923633575E0,9.926457999E0
1.676803632E1,2.177468538E-1,3.828516230E-2,9.959526062E0,9.961979664E0
1.677040100E1,2.488535494E-1,-4.785645287E-3,9.930811882E0,9.933930523E0
1.677276574E1,2.826521695E-1,4.785645287E-3,9.861420631E0,9.865471708E0
1.677513048E1,2.850449979E-1,1.914258115E-2,9.827920914E0,9.832072344E0
1.677749522E1,2.703889608E-1,5.264209956E-2,9.892526627E0,9.896361172E0
1.677985996E1,2.512463629E-1,1.914258115E-2,9.985847473E0,9.989026025E0
1.678222465E1,2.560320199E-1,9.571290575E-3,1.000498962E1,1.000826965E1
1.678458939E1,2.344966233E-1,-1.674975827E-2,9.981060982E0,9.983829303E0
1.678695413E1,2.273181528E-1,-1.674975827E-2,9.949954987E0,9.952565415E0
1.678931887E1,2.273181528E-1,4.785645287E-3,9.959526062E0,9.962121051E0
1.679168361E1,2.321037948E-1,4.785645287E-3,1.001456070E1,1.001725117E1
1.679404830E1,2.297109663E-1,4.785645287E-3,1.008156013E1,1.008417794E1
1.679641304E1,2.368894368E-1,7.178467698E-3,1.008395290E1,1.008673754E1
1.679877778E1,2.464607358E-1,1.914258115E-2,9.981060982E0,9.984121777E0
1.680114252E1,2.584248483E-1,4.785645381E-2,9.904491425E0,9.907977797E0
1.680350726E1,2.656033039E-1,6.460621208E-2,9.940383911E0,9.944141561E0
1.680587194E1,2.273181528E-1,5.742774159E-2,1.005284595E1,1.005557971E1
1.680823668E1,2.153540403E-1,4.067798331E-2,1.004806042E1,1.005045025E1
1.681060142E1,2.632105052E-1,2.153540403E-2,9.952347755E0,9.955851013E0
1.681296616E1,2.799602449E-1,2.392822690E-2,9.885348320E0,9.889340813E0
1.681533090E1,2.368894368E-1,2.392822690E-2,9.935597420E0,9.938449842E0
1.681769564E1,2.153540403E-1,-7.178467698E-3,1.002891827E1,1.003123275E1
1.682006033E1,2.273181528E-1,-3.110669367E-2,1.000259686E1,1.000522788E1
1.682242507E1,2.727817893E-1,-1.435693540E-2,9.902098656E0,9.905865627E0
1.682478981E1,2.898306549E-1,2.392822644E-3,9.856635094E0,9.860895644E0
1.682715455E1,2.632105052E-1,1.196411345E-2,9.916455269E0,9.919955041E0
1.682951929E1,2.416750938E-1,3.828516230E-2,1.001216793E1,1.001515748E1
1.683188403E1,2.679961324E-1,2.871387079E-2,1.004566765E1,1.004928281E1
1.683424871E1,2.727817893E-1,9.571290575E-3,1.003609657E1,1.003980756E1
1.683661345E1,2.775674164E-1,1.435693540E-2,1.002652550E1,1.003037703E1
1.683897819E1,2.679961324E-1,3.110669367E-2,1.003848934E1,1.004211421E1
1.684134293E1,2.416750938E-1,2.392822690E-2,1.005523872E1,1.005817107E1
1.684370767E1,2.416750938E-1,3.110669367E-2,1.004566765E1,1.004862244E1
1.684607236E1,2.321037948E-1,1.196411345E-2,1.003370380E1,1.003639514E1
1.684843710E1,2.321037948E-1,1.196411345E-2,9.995418549E0,9.998120187E0
1.685080184E1,2.560320199E-1,2.392822690E-2,9.961918831E0,9.965237165E0
1.685316658E1,2.608176768E-1,3.828516230E-2,9.937990189E0,9.941485835E0
1.685553132E1,2.512463629E-1,5.264209956E-2,9.983454704E0,9.986754416E0
1.685789606E1,2.368894368E-1,3.110669367E-2,1.004327488E1,1.004611639E1
1.686026074E1,2.440679073E-1,2.632104978E-2,1.000977516E1,1.001278486E1
1.686262548E1,2.922234535E-1,4.785645287E-3,9.918848038E0,9.923152919E0
1.686499022E1,2.994019389E-1,3.110669367E-2,9.861420631E0,9.866013684E0
1.686735496E1,2.727817893E-1,5.024927482E-2,9.918848038E0,9.922725497E0
1.686971970E1,2.440679073E-1,3.110669367E-2,1.001456070E1,1.001758268E1
1.687208444E1,2.608176768E-1,2.392822644E-3,1.002652550E1,1.002991750E1
1.687444913E1,3.041875660E-1,-7.178467698E-3,9.933204651E0,9.937863767E0
1.687681387E1,3.209373355E-1,-1.674975827E-2,9.882955551E0,9.888179395E0
1.687917861E1,3.113660514E-1,-2.392822644E-3,9.949954987E0,9.954825904E0
1.688154335E1,2.826521695E-1,7.178467698E-3,1.002652550E1,1.003051132E1
1.688390809E1,2.632105052E-1,4.785645287E-3,1.001456070E1,1.001802020E1
1.688627278E1,2.751746178E-1,1.914258115E-2,9.904491425E0,9.908331741E0
1.688863752E1,2.775674164E-1,3.110669367E-2,9.842277527E0,9.846239801E0
1.689100226E1,2.775674164E-1,5.264209956E-2,9.847063065E0,9.851114955E0
1.689336700E1,2.703889608E-1,5.024927482E-2,9.902098656E0,9.905917068E0
1.689573173E1,2.584248483E-1,4.546362907E-2,9.911669731E0,9.915142319E0
1.689809642E1,2.751746178E-1,2.392822644E-3,9.899705887E0,9.903529848E0
1.690046116E1,2.874378264E-1,-2.153540403E-2,9.870991707E0,9.875199317E0
1.690282395E1,2.898306549E-1,-1.674975827E-2,9.875777245E0,9.880043449E0
1.690518869E1,2.775674164E-1,-7.178467698E-3,9.930811882E0,9.934692740E0
1.690755343E1,2.464607358E-1,7.178467698E-3,9.971489906E0,9.974537853E0
1.690991812E1,2.608176768E-1,-9.571290575E-3,9.957133293E0,9.960553242E0
1.691228286E1,2.775674164E-1,-4.785645287E-3,9.890133858E0,9.894029225E0
1.691464760E1,2.874378264E-1,2.871387079E-2,9.827920914E0,9.832165299E0
1.691701234E1,2.679961324E-1,5.264209956E-2,9.796515465E0,9.800321850E0
1.691937708E1,2.512463629E-1,5.264209956E-2,9.818050385E0,9.821405667E0
1.692174182E1,2.584248483E-1,5.742774159E-2,9.837491989E0,9.841053296E0
1.692410656E1,2.608176768E-1,1.196411345E-2,9.779765129E0,9.783249715E0
1.692647124E1,2.922234535E-1,-2.392822644E-3,9.743872643E0,9.748253913E0
1.692883598E1,2.703889608E-1,-1.674975827E-2,9.765408516E0,9.769165483E0
1.693120072E1,2.703889608E-1,-2.871387079E-2,9.825528145E0,9.829289801E0
1.693356546E1,2.584248483E-1,-3.589234129E-2,9.894919395E0,9.898358526E0
1.693593020E1,2.560320199E-1,-2.632104978E-2,9.906884193E0,9.910227021E0
1.693829489E1,2.751746178E-1,-2.392822690E-2,9.882955551E0,9.886814657E0
1.694065963E1,2.850449979E-1,-2.392822644E-3,9.818050385E0,9.822187624E0
1.694302437E1,2.751746178E-1,2.392822690E-2,9.789336205E0,9.793232202E0
1.694538911E1,2.608176768E-1,2.153540403E-2,9.842277527E0,9.845756271E0
1.694775385E1,2.536391914E-1,1.435693540E-2,9.875777245E0,9.879044243E0
1.695011853E1,2.679961324E-1,9.571290575E-3,9.842277527E0,9.845930147E0
1.695248327E1,3.017947674E-1,4.785645287E-3,9.786943436E0,9.791596642E0
1.695484801E1,2.874378264E-1,1.674975827E-2,9.806086540E0,9.810312650E0
1.695721275E1,2.727817893E-1,9.571290575E-3,9.914062500E0,9.917819154E0
1.695957749E1,2.560320199E-1,4.785645287E-3,9.995418549E0,9.998698278E0
